user_id,session_id,event_type,timestamp,page,element,element_text,conversion_type,value,device,os,scroll_depth_pct,category
user_0036,sess_bb508d18a8e5,scroll,2026-03-29T10:25:13.089887+00:00,/product/product_11,,,,,desktop,iOS,94.2,men
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:25:28.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:25:57.089887+00:00,/product/product_20,,,,,desktop,iOS,,women
user_0142,sess_ac5244dfd38e,page_view,2026-03-29T10:26:15.089887+00:00,/category/men,,,,,mobile,iOS,,men
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:26:20.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0091,sess_1a03a754c099,scroll,2026-03-29T10:26:25.089887+00:00,/category/women,,,,,desktop,Android,11.3,women
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:27:12.089887+00:00,/product/product_12,,,,,desktop,iOS,,women
user_0091,sess_1a03a754c099,scroll,2026-03-29T10:27:12.089887+00:00,/category/women,,,,,desktop,Android,95.2,women
user_0142,sess_ac5244dfd38e,page_view,2026-03-29T10:27:14.089887+00:00,/product/product_15,,,,,mobile,iOS,,men
user_0142,sess_ac5244dfd38e,wishlist,2026-03-29T10:27:41.089887+00:00,/product/product_15,btn_wishlist,찜하기,wishlist,,mobile,iOS,,shoes
user_0142,sess_ac5244dfd38e,wishlist,2026-03-29T10:28:27.089887+00:00,/product/product_15,btn_wishlist,찜하기,wishlist,,mobile,iOS,,shoes
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:29:08.089887+00:00,/category/men,,,,,desktop,iOS,,men
user_0142,sess_ac5244dfd38e,click,2026-03-29T10:29:20.089887+00:00,/product/product_12,btn_detail,구매하기,,,mobile,iOS,,shoes
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:30:55.089887+00:00,/product/product_6,,,,,desktop,iOS,,men
user_0142,sess_ac5244dfd38e,click,2026-03-29T10:31:08.089887+00:00,/product/product_15,btn_buy,상품 이미지,,,mobile,iOS,,shoes
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:32:46.089887+00:00,/category/men,,,,,desktop,iOS,,men
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:33:29.089887+00:00,/product/product_17,,,,,desktop,iOS,,shoes
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:35:10.089887+00:00,/product/product_1,,,,,desktop,iOS,,women
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:35:37.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:36:05.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0036,sess_bb508d18a8e5,page_view,2026-03-29T10:37:55.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_bb508d18a8e5,scroll,2026-03-29T10:39:11.089887+00:00,/category/shoes,,,,,desktop,iOS,30.2,shoes
user_0047,sess_63a2ee79f4ef,page_view,2026-03-29T11:20:03.089887+00:00,/home,,,,,tablet,Android,,
user_0047,sess_63a2ee79f4ef,scroll,2026-03-29T11:20:18.089887+00:00,/home,,,,,tablet,Android,82.7,
user_0047,sess_63a2ee79f4ef,scroll,2026-03-29T11:20:32.089887+00:00,/home,,,,,tablet,Android,27.7,
user_0047,sess_63a2ee79f4ef,scroll,2026-03-29T11:20:45.089887+00:00,/home,,,,,tablet,Android,18.7,
user_0047,sess_63a2ee79f4ef,page_view,2026-03-29T11:22:33.089887+00:00,/category/shoes,,,,,tablet,Android,,shoes
user_0047,sess_63a2ee79f4ef,page_view,2026-03-29T11:23:09.089887+00:00,/product/product_8,,,,,tablet,Android,,women
user_0047,sess_63a2ee79f4ef,page_view,2026-03-29T11:24:20.089887+00:00,/category/men,,,,,tablet,Android,,men
user_0047,sess_63a2ee79f4ef,page_view,2026-03-29T11:25:45.089887+00:00,/product/product_4,,,,,tablet,Android,,men
user_0047,sess_63a2ee79f4ef,coupon_apply,2026-03-29T11:26:38.089887+00:00,/product/product_4,btn_coupon,쿠폰 적용,,,tablet,Android,,men
user_0047,sess_63a2ee79f4ef,click,2026-03-29T11:28:25.089887+00:00,/product/product_10,link_category,구매하기,,,tablet,Android,,men
user_0047,sess_63a2ee79f4ef,add_to_cart,2026-03-29T11:29:56.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,tablet,Android,,
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T11:57:20.089887+00:00,/home,,,,,desktop,Android,,
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T11:57:30.089887+00:00,/category/women,,,,,desktop,Android,,women
user_0085,sess_98d8bfedbd97,click,2026-03-29T11:58:04.089887+00:00,/category/women,btn_buy,구매하기,,,desktop,Android,,women
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T11:58:30.089887+00:00,/product/product_20,,,,,desktop,Android,,women
user_0085,sess_98d8bfedbd97,add_to_cart,2026-03-29T11:59:21.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,Android,,
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T12:00:19.089887+00:00,/product/product_14,,,,,desktop,Android,,men
user_0085,sess_98d8bfedbd97,click,2026-03-29T12:00:35.089887+00:00,/product/product_12,link_category,카테고리,,,desktop,Android,,shoes
user_0085,sess_98d8bfedbd97,add_to_cart,2026-03-29T12:01:11.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,Android,,
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T12:02:29.089887+00:00,/product/product_15,,,,,desktop,Android,,women
user_0085,sess_98d8bfedbd97,click,2026-03-29T12:02:42.089887+00:00,/product/product_4,btn_buy,상세보기,,,desktop,Android,,men
user_0085,sess_98d8bfedbd97,add_to_cart,2026-03-29T12:03:05.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,Android,,
user_0085,sess_98d8bfedbd97,page_view,2026-03-29T12:03:57.089887+00:00,/checkout,,,,,desktop,Android,,
user_0139,sess_85354c00bfb3,page_view,2026-03-29T12:09:43.089887+00:00,/home,,,,,mobile,Android,,
user_0139,sess_85354c00bfb3,page_view,2026-03-29T12:11:22.089887+00:00,/category/shoes,,,,,mobile,Android,,shoes
user_0139,sess_85354c00bfb3,scroll,2026-03-29T12:11:47.089887+00:00,/category/shoes,,,,,mobile,Android,43.7,shoes
user_0139,sess_85354c00bfb3,page_view,2026-03-29T12:13:06.089887+00:00,/product/product_5,,,,,mobile,Android,,women
user_0139,sess_85354c00bfb3,add_to_cart,2026-03-29T12:13:42.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,mobile,Android,,
user_0139,sess_85354c00bfb3,page_view,2026-03-29T12:14:38.089887+00:00,/product/product_2,,,,,mobile,Android,,shoes
user_0139,sess_85354c00bfb3,page_view,2026-03-29T12:16:20.089887+00:00,/product/product_5,,,,,mobile,Android,,women
user_0139,sess_85354c00bfb3,scroll,2026-03-29T12:17:05.089887+00:00,/product/product_5,,,,,mobile,Android,78.8,women
user_0139,sess_85354c00bfb3,scroll,2026-03-29T12:17:55.089887+00:00,/product/product_5,,,,,mobile,Android,78.8,shoes
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:41:24.089887+00:00,/home,,,,,mobile,Android,,
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:42:45.089887+00:00,/category/men,,,,,mobile,Android,,men
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:44:21.089887+00:00,/category/shoes,,,,,mobile,Android,,shoes
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:46:20.089887+00:00,/product/product_12,,,,,mobile,Android,,men
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:47:24.089887+00:00,/product/product_17,,,,,mobile,Android,,men
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:48:34.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:50:06.089887+00:00,/product/product_3,,,,,mobile,Android,,shoes
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:50:52.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0018,sess_77b96c480c86,scroll,2026-03-29T15:51:16.089887+00:00,/category/women,,,,,mobile,Android,31.6,women
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:52:45.089887+00:00,/product/product_5,,,,,mobile,Android,,women
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:53:23.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0018,sess_77b96c480c86,scroll,2026-03-29T15:54:42.089887+00:00,/category/women,,,,,mobile,Android,61.5,women
user_0018,sess_77b96c480c86,scroll,2026-03-29T15:56:19.089887+00:00,/category/women,,,,,mobile,Android,71.8,women
user_0018,sess_77b96c480c86,page_view,2026-03-29T15:57:28.089887+00:00,/product/product_6,,,,,mobile,Android,,men
user_0018,sess_77b96c480c86,scroll,2026-03-29T15:58:33.089887+00:00,/product/product_6,,,,,mobile,Android,33.3,shoes
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T17:53:12.089887+00:00,/home,,,,,desktop,iOS,,
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T17:54:30.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0033,sess_c0dd32c2e390,scroll,2026-03-29T17:54:56.089887+00:00,/category/women,,,,,desktop,iOS,63.8,women
user_0033,sess_c0dd32c2e390,scroll,2026-03-29T17:55:08.089887+00:00,/category/women,,,,,desktop,iOS,61.6,women
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T17:55:49.089887+00:00,/product/product_17,,,,,desktop,iOS,,women
user_0033,sess_c0dd32c2e390,add_to_cart,2026-03-29T17:56:10.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,iOS,,
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T17:57:49.089887+00:00,/product/product_19,,,,,desktop,iOS,,women
user_0033,sess_c0dd32c2e390,add_to_cart,2026-03-29T17:59:37.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,iOS,,
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T18:00:05.089887+00:00,/checkout,,,,,desktop,iOS,,
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T18:01:26.089887+00:00,/cart,,,,,desktop,iOS,,
user_0033,sess_c0dd32c2e390,page_view,2026-03-29T18:02:01.089887+00:00,/product/product_6,,,,,desktop,iOS,,men
user_0033,sess_c0dd32c2e390,click,2026-03-29T18:03:28.089887+00:00,/product/product_4,btn_buy,상세보기,,,desktop,iOS,,women
user_0033,sess_c0dd32c2e390,wishlist,2026-03-29T18:04:24.089887+00:00,/product/product_4,btn_wishlist,찜하기,wishlist,,desktop,iOS,,shoes
user_0089,sess_101f98adefde,page_view,2026-03-29T18:12:16.089887+00:00,/home,,,,,desktop,Android,,
user_0089,sess_101f98adefde,page_view,2026-03-29T18:12:28.089887+00:00,/category/men,,,,,desktop,Android,,men
user_0089,sess_101f98adefde,page_view,2026-03-29T18:13:30.089887+00:00,/product/product_20,,,,,desktop,Android,,shoes
user_0089,sess_101f98adefde,coupon_apply,2026-03-29T18:14:16.089887+00:00,/product/product_20,btn_coupon,쿠폰 적용,,,desktop,Android,,women
user_0089,sess_101f98adefde,click,2026-03-29T18:15:58.089887+00:00,/product/product_17,btn_buy,구매하기,,,desktop,Android,,men
user_0089,sess_101f98adefde,coupon_apply,2026-03-29T18:17:48.089887+00:00,/product/product_17,btn_coupon,쿠폰 적용,,,desktop,Android,,men
user_0034,sess_a1bd0c1e97cb,page_view,2026-03-29T19:08:41.089887+00:00,/home,,,,,mobile,iOS,,
user_0034,sess_a1bd0c1e97cb,click,2026-03-29T19:10:12.089887+00:00,/product/product_17,btn_buy,구매하기,,,mobile,iOS,,shoes
user_0034,sess_a1bd0c1e97cb,add_to_cart,2026-03-29T19:11:38.089887+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,mobile,iOS,,
user_0034,sess_a1bd0c1e97cb,page_view,2026-03-29T19:12:25.089887+00:00,/checkout,,,,,mobile,iOS,,
user_0034,sess_a1bd0c1e97cb,purchase,2026-03-29T19:13:53.089887+00:00,/order-complete,btn_purchase,결제하기,purchase,186131.0,mobile,iOS,,
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:13:17.089887+00:00,/home,,,,,desktop,iOS,,
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:13:53.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:15:11.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0036,sess_f756abefd4c9,scroll,2026-03-29T22:16:16.089887+00:00,/category/women,,,,,desktop,iOS,55.4,women
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:17:22.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:18:30.089887+00:00,/product/product_18,,,,,desktop,iOS,,men
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:18:51.089887+00:00,/product/product_8,,,,,desktop,iOS,,women
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:20:21.089887+00:00,/product/product_15,,,,,desktop,iOS,,women
user_0036,sess_f756abefd4c9,scroll,2026-03-29T22:22:04.089887+00:00,/product/product_15,,,,,desktop,iOS,73.3,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:23:08.089887+00:00,/category/men,,,,,desktop,iOS,,men
user_0036,sess_f756abefd4c9,scroll,2026-03-29T22:25:07.089887+00:00,/category/men,,,,,desktop,iOS,57.8,men
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:26:48.089887+00:00,/product/product_20,,,,,desktop,iOS,,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:28:45.089887+00:00,/product/product_2,,,,,desktop,iOS,,men
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:29:39.089887+00:00,/product/product_20,,,,,desktop,iOS,,women
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:30:06.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:30:28.089887+00:00,/category/men,,,,,desktop,iOS,,men
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:32:07.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:32:53.089887+00:00,/product/product_9,,,,,desktop,iOS,,men
user_0036,sess_f756abefd4c9,page_view,2026-03-29T22:33:06.089887+00:00,/product/product_15,,,,,desktop,iOS,,women
user_0144,sess_8d27efc5451d,page_view,2026-03-30T00:17:42.089887+00:00,/home,,,,,mobile,Windows,,
user_0144,sess_8d27efc5451d,click,2026-03-30T00:19:14.089887+00:00,/product/product_6,btn_detail,상세보기,,,mobile,Windows,,shoes
user_0144,sess_8d27efc5451d,click,2026-03-30T00:20:26.089887+00:00,/product/product_10,link_category,상품 이미지,,,mobile,Windows,,men
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:07:23.089887+00:00,/home,,,,,desktop,Android,,
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:07:35.089887+00:00,/category/men,,,,,desktop,Android,,men
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:08:12.089887+00:00,/category/men,,,,,desktop,Android,,men
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:09:37.089887+00:00,/category/shoes,,,,,desktop,Android,,shoes
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:10:45.089887+00:00,/category/men,,,,,desktop,Android,,men
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:12:21.089887+00:00,/category/shoes,,,,,desktop,Android,,shoes
user_0095,sess_b2633e6a7762,page_view,2026-03-30T01:13:00.089887+00:00,/product/product_3,,,,,desktop,Android,,shoes
user_0043,sess_73088944305d,page_view,2026-03-30T04:11:28.089887+00:00,/home,,,,,mobile,iOS,,
user_0043,sess_73088944305d,scroll,2026-03-30T04:12:10.089887+00:00,/home,,,,,mobile,iOS,85.0,
user_0043,sess_73088944305d,page_view,2026-03-30T04:12:16.089887+00:00,/category/shoes,,,,,mobile,iOS,,shoes
user_0043,sess_73088944305d,page_view,2026-03-30T04:14:09.089887+00:00,/product/product_19,,,,,mobile,iOS,,women
user_0043,sess_73088944305d,click,2026-03-30T04:15:05.089887+00:00,/product/product_19,link_category,상세보기,,,mobile,iOS,,shoes
user_0043,sess_73088944305d,click,2026-03-30T04:15:17.089887+00:00,/product/product_14,img_product,구매하기,,,mobile,iOS,,women
user_0043,sess_73088944305d,page_view,2026-03-30T04:17:16.089887+00:00,/category/women,,,,,mobile,iOS,,women
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:17:22.089887+00:00,/home,,,,,desktop,iOS,,
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:18:25.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:18:32.089887+00:00,/category/women,,,,,desktop,iOS,62.9,women
user_0043,sess_73088944305d,page_view,2026-03-30T04:18:40.089887+00:00,/category/women,,,,,mobile,iOS,,women
user_0043,sess_73088944305d,page_view,2026-03-30T04:18:47.089887+00:00,/product/product_7,,,,,mobile,iOS,,women
user_0043,sess_73088944305d,click,2026-03-30T04:19:21.089887+00:00,/product/product_19,img_product,카테고리,,,mobile,iOS,,men
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:19:50.089887+00:00,/product/product_19,,,,,desktop,iOS,,men
user_0043,sess_73088944305d,coupon_apply,2026-03-30T04:21:19.089887+00:00,/product/product_19,btn_coupon,쿠폰 적용,,,mobile,iOS,,shoes
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:21:23.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:21:49.089887+00:00,/category/women,,,,,desktop,iOS,42.7,women
user_0043,sess_73088944305d,page_view,2026-03-30T04:22:47.089887+00:00,/category/women,,,,,mobile,iOS,,women
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:22:57.089887+00:00,/category/women,,,,,desktop,iOS,97.7,women
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:23:38.089887+00:00,/product/product_10,,,,,desktop,iOS,,shoes
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:25:18.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:25:57.089887+00:00,/product/product_17,,,,,desktop,iOS,,men
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:26:46.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:27:46.089887+00:00,/category/shoes,,,,,desktop,iOS,38.2,shoes
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:28:23.089887+00:00,/category/shoes,,,,,desktop,iOS,50.8,shoes
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:29:48.089887+00:00,/category/shoes,,,,,desktop,iOS,87.6,shoes
user_0040,sess_1486ec4b7f5c,page_view,2026-03-30T04:31:17.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
user_0040,sess_1486ec4b7f5c,scroll,2026-03-30T04:32:43.089887+00:00,/category/shoes,,,,,desktop,iOS,65.3,shoes
user_0063,sess_136333470da2,page_view,2026-03-30T05:28:20.089887+00:00,/home,,,,,mobile,Android,,
user_0041,sess_a9d040580018,page_view,2026-03-30T05:28:51.089887+00:00,/home,,,,,mobile,Android,,
user_0063,sess_136333470da2,page_view,2026-03-30T05:29:49.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0041,sess_a9d040580018,page_view,2026-03-30T05:29:55.089887+00:00,/category/shoes,,,,,mobile,Android,,shoes
user_0063,sess_136333470da2,scroll,2026-03-30T05:30:25.089887+00:00,/category/women,,,,,mobile,Android,72.6,women
user_0041,sess_a9d040580018,scroll,2026-03-30T05:30:51.089887+00:00,/category/shoes,,,,,mobile,Android,64.0,shoes
user_0063,sess_136333470da2,scroll,2026-03-30T05:30:56.089887+00:00,/category/women,,,,,mobile,Android,27.4,women
user_0063,sess_136333470da2,page_view,2026-03-30T05:31:36.089887+00:00,/category/shoes,,,,,mobile,Android,,shoes
user_0041,sess_a9d040580018,page_view,2026-03-30T05:31:43.089887+00:00,/product/product_19,,,,,mobile,Android,,shoes
user_0063,sess_136333470da2,page_view,2026-03-30T05:32:14.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0041,sess_a9d040580018,page_view,2026-03-30T05:32:55.089887+00:00,/product/product_15,,,,,mobile,Android,,men
user_0063,sess_136333470da2,page_view,2026-03-30T05:33:34.089887+00:00,/product/product_9,,,,,mobile,Android,,men
user_0041,sess_a9d040580018,scroll,2026-03-30T05:34:31.089887+00:00,/product/product_15,,,,,mobile,Android,95.1,shoes
user_0063,sess_136333470da2,page_view,2026-03-30T05:34:53.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0041,sess_a9d040580018,page_view,2026-03-30T05:35:39.089887+00:00,/product/product_14,,,,,mobile,Android,,women
user_0063,sess_136333470da2,page_view,2026-03-30T05:36:39.089887+00:00,/product/product_12,,,,,mobile,Android,,men
user_0041,sess_a9d040580018,page_view,2026-03-30T05:37:17.089887+00:00,/category/women,,,,,mobile,Android,,women
user_0063,sess_136333470da2,page_view,2026-03-30T05:37:47.089887+00:00,/category/men,,,,,mobile,Android,,men
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:46:58.089887+00:00,/home,,,,,mobile,iOS,,
user_0048,sess_d64737f9e6b5,scroll,2026-03-30T05:47:46.089887+00:00,/home,,,,,mobile,iOS,37.5,
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:49:34.089887+00:00,/category/men,,,,,mobile,iOS,,men
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:49:54.089887+00:00,/product/product_5,,,,,mobile,iOS,,shoes
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:50:47.089887+00:00,/category/women,,,,,mobile,iOS,,women
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:50:57.089887+00:00,/category/shoes,,,,,mobile,iOS,,shoes
user_0048,sess_d64737f9e6b5,page_view,2026-03-30T05:52:43.089887+00:00,/product/product_8,,,,,mobile,iOS,,men
user_0032,sess_141a2291937f,page_view,2026-03-30T10:22:28.089887+00:00,/home,,,,,desktop,iOS,,
user_0032,sess_141a2291937f,page_view,2026-03-30T10:22:57.089887+00:00,/category/women,,,,,desktop,iOS,,women
user_0032,sess_141a2291937f,scroll,2026-03-30T10:23:20.089887+00:00,/category/women,,,,,desktop,iOS,18.8,women
user_0032,sess_141a2291937f,page_view,2026-03-30T10:24:57.089887+00:00,/product/product_13,,,,,desktop,iOS,,women
user_0032,sess_141a2291937f,page_view,2026-03-30T10:25:07.089887+00:00,/category/shoes,,,,,desktop,iOS,,shoes
